"x","title","job.seniority","rating","company","competitor","job.state","headquarters","same.state","size","founded","type.of.ownership","industry","sector","revenue","min.salary","max.salary","avg.salary","age","python","r","spark","aws","excel"
153,"manager","No Desc","Neutral","Church & Dwight",0,"NJ","NJ",1,"large",1846,"Public","Consumer Products Manufacturing","Manufacturing","large-bus",85,134,109.5,52,1,0,0,0,1
154,"D-sci","Senior Prof","Satisfied","MassMutual",0,"MA","MA",0,"large",1851,"Private","Insurance Carriers","Insurance","large-bus",124,204,164,52,1,0,1,1,0
155,"D-sci","Senior Prof","Satisfied","Genentech",0,"CA","CA",1,"large",1976,"Subsidiary or Business Segment","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",131,207,169,44,1,0,1,0,1
156,"D-sci","Senior Prof","Satisfied","Juniper Networks",0,"CA","CA",0,"large",1996,"Public","Telecommunications Services","Telecommunications","large-bus",110,174,142,24,1,0,1,1,1
157,"na","No Desc","Satisfied","Takeda Pharmaceuticals",3,"MA","Japan",0,"large",1781,"Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",52,101,76.5,52,0,0,0,0,1
158,"D-sci","No Desc","Satisfied","Legal & General America",0,"MD","MD",1,"medium",1981,"Private","Insurance Carriers","Insurance","large-bus",81,133,107,39,1,0,0,0,1
159,"D-sci","No Desc","Satisfied","Western Digital",2,"CA","CA",1,"large",1970,"Public","Computer Hardware & Software","Information Technology","large-bus",132,211,171.5,50,1,0,0,1,0
160,"D-sci","Senior Prof","Satisfied","Health IQ",0,"TX","CA",0,"medium",2013,"Private","Insurance Agencies & Brokerages","Insurance","large-bus",73,119,96,30,0,0,0,0,1
161,"D-sci","No Desc","Satisfied","Nuna",0,"CA","CA",1,"small",2010,"Private","Enterprise Software & Network Solutions","Information Technology","small-bus",110,175,142.5,30,0,0,0,0,0
162,"D-eng","No Desc","Satisfied","The Church of Jesus Christ of Latter-day Saints",0,"UT","UT",0,"large",1992,"Nonprofit Organization","Religious Organizations","Non-Profit","micro-bus",74,140,107,30,0,0,0,0,1
163,"na","Senior Prof","Satisfied","Sunovion",3,"MA","MA",1,"large",2010,"Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",100,190,145,30,1,0,0,0,1
164,"analyst","Senior Prof","Neutral","National Student Clearinghouse",3,"VA","VA",1,"medium",1993,"Nonprofit Organization","Colleges & Universities","Education","medium-bus",43,80,61.5,27,1,0,0,0,1
165,"na","No Desc","Satisfied","Tower Health",0,"PA","PA",0,"large",2017,"Nonprofit Organization","Health Care Services & Hospitals","Health Care","large-bus",39.78,56.16,47.97,30,0,0,0,0,0
166,"D-sci","No Desc","Neutral","State of Wisconsin Investment Board",0,"WI","WI",1,"small",1951,"Government","Investment Banking & Asset Management","Finance","medium-bus",91,149,120,69,1,0,0,0,0
167,"na","No Desc","Satisfied","Rubius Therapeutics",0,"MA","MA",1,"medium",2013,"Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",42,82,62,30,0,0,0,0,0
168,"D-sci","Senior Prof","Satisfied","Autodesk",0,"CA","CA",0,"large",1982,"Public","Computer Hardware & Software","Information Technology","large-bus",116,185,150.5,38,1,0,1,0,0
169,"manager","No Desc","Satisfied","OneMagnify",0,"MI","MI",0,"medium",1967,"Private","Advertising & Marketing","Business Services","medium-bus",59,116,87.5,53,0,0,0,0,1
170,"D-eng","No Desc","Satisfied","IZEA",2,"FL","FL",1,"small",2006,"Public","Advertising & Marketing","Business Services","medium-bus",48,95,71.5,30,1,0,1,1,1
171,"analyst","No Desc","Satisfied","Vionic Group",0,"CA","CA",1,"small",2006,"Subsidiary or Business Segment","Department, Clothing, & Shoe Stores","Retail","large-bus",31,72,51.5,30,0,0,0,0,1
172,"na","Senior Prof","Satisfied","Takeda Pharmaceuticals",3,"CA","Japan",0,"large",1781,"Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",105,198,151.5,52,0,0,0,0,1
173,"analyst","Senior Prof","Neutral","Dodge Data & Analytics",0,"NJ","NJ",1,"medium",2014,"Private","IT Services","Information Technology","large-bus",55,100,77.5,30,1,0,0,0,1
174,"na","Senior Prof","Satisfied","Takeda Pharmaceuticals",3,"MA","Japan",0,"large",1781,"Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",98,182,140,52,0,0,0,0,1
175,"D-sci","Senior Prof","Neutral","Plymouth Rock Assurance",2,"NJ","MA",0,"large",1982,"Private","Insurance Carriers","Insurance","medium-bus",73,124,98.5,38,0,0,0,0,1
176,"D-sci","Senior Prof","Satisfied","CA-One Tech Cloud",0,"CA","CA",0,"small",2017,"Private","IT Services","Information Technology","small-bus",200,250,225,30,1,0,0,1,1
177,"na","No Desc","Satisfied","Beebe Healthcare",0,"DE","DE",1,"large",1935,"Nonprofit Organization","Health Care Services & Hospitals","Health Care","large-bus",49.14,79.56,64.35,52,0,0,0,0,0
178,"na","Senior Prof","Satisfied","Takeda Pharmaceuticals",3,"MA","Japan",0,"large",1781,"Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",117,206,161.5,52,0,0,0,0,0
179,"D-sci","Senior Prof","Neutral","Argo Group US",0,"NY","Bermuda",0,"large",1948,"Public","Insurance Carriers","Insurance","large-bus",111,183,147,52,1,0,1,1,0
180,"analyst","No Desc","Satisfied","Associated Electric Cooperative",0,"MO","MO",1,"medium",1961,"Private","Energy","Oil, Gas, Energy & Utilities","large-bus",44,78,61,59,0,0,0,0,1
181,"ML","Senior Prof","Neutral","Software Engineering Institute",0,"PA","PA",1,"medium",1984,"College / University","Colleges & Universities","Education","large-bus",81,159,120,36,1,0,0,0,0
182,"na","No Desc","Neutral","PennyMac",3,"AZ","CA",0,"large",2008,"Public","Lending","Finance","large-bus",83,166,124.5,30,1,0,0,0,1
183,"D-sci","Senior Prof","Satisfied","Zest AI",0,"CA","CA",1,"small",2009,"Private","Financial Analytics & Research","Finance","medium-bus",114,182,148,30,1,0,0,0,0
184,"analyst","No Desc","Very Satisfied","DECISIVE ANALYTICS Corporation",2,"AL","VA",0,"small",1996,"Private","Aerospace & Defense","Aerospace & Defense","medium-bus",42,76,59,24,1,0,0,0,1
185,"D-sci","Senior Prof","Satisfied","The Hanover Insurance Group",0,"MA","MA",1,"large",1852,"Public","Insurance Carriers","Insurance","large-bus",114,179,146.5,52,1,0,0,0,1
186,"na","No Desc","Neutral","Karyopharm Therapeutics Inc.",0,"MA","MA",1,"medium",1992,"Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",60,123,91.5,30,0,0,0,0,1
187,"ML","Senior Prof","Neutral","Tempus Labs",0,"IL","IL",1,"medium",2015,"Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","medium-bus",100,166,133,30,1,0,0,1,0
188,"D-sci","Senior Prof","Very Satisfied","Recursion Pharmaceuticals",0,"UT","UT",1,"small",2013,"Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","small-bus",108,173,140.5,30,1,0,0,1,0
189,"D-eng","No Desc","Satisfied","P2 Energy Solutions",0,"LA","CO",0,"medium",1992,"Private","Computer Hardware & Software","Information Technology","micro-bus",48,93,70.5,30,0,0,0,0,1
190,"na","Senior Prof","Neutral","Rochester Regional Health",0,"NY","NY",1,"large",2014,"Hospital","Health Care Services & Hospitals","Health Care","large-bus",54,115,84.5,30,0,0,0,0,0
191,"na","No Desc","Satisfied","ClearEdge",0,"MD","MD",1,"small",2002,"Private","Computer Hardware & Software","Information Technology","small-bus",60,127,93.5,18,0,0,0,0,1
192,"na","Senior Prof","Satisfied","Rubius Therapeutics",0,"MA","MA",1,"medium",2013,"Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",90,179,134.5,30,0,0,0,0,0
193,"ML","No Desc","Satisfied","Tapjoy",2,"CA","CA",1,"medium",2007,"Private","Internet","Information Technology","medium-bus",138,224,181,30,1,0,1,0,0
194,"na","Senior Prof","Neutral","Rochester Regional Health",0,"NY","NY",1,"large",2014,"Hospital","Health Care Services & Hospitals","Health Care","large-bus",54,115,84.5,30,0,0,0,0,0
195,"D-eng","Senior Prof","Satisfied","Credit Sesame",3,"CA","CA",1,"small",2010,"Private","Internet","Information Technology","medium-bus",190,220,205,30,1,0,1,1,0
196,"analyst","No Desc","Satisfied","San Manuel Casino",0,"CA","CA",1,"large",1986,"Private","Gambling","Arts, Entertainment & Recreation","large-bus",35,62,48.5,34,0,0,0,0,1
197,"na","No Desc","Satisfied","Texas Health Huguley Hospital",0,"TX","TX",0,"large",1977,"Hospital","Health Care Services & Hospitals","Health Care","medium-bus",42.12,58.5,50.31,43,0,0,0,1,0
198,"na","No Desc","Dissatisfied","Teasdale Latin Foods",0,"IL","TX",0,"medium",1992,"Private","Food & Beverage Manufacturing","Manufacturing","large-bus",39,66,52.5,30,0,0,0,0,0
199,"ML","Senior Prof","Neutral","Software Engineering Institute",0,"PA","PA",1,"medium",1984,"College / University","Colleges & Universities","Education","medium-bus",81,167,124,36,0,0,0,0,0
200,"manager","No Desc","Satisfied","Central California Alliance for Health",0,"CA","CA",1,"medium",1996,"Nonprofit Organization","Health Care Services & Hospitals","Health Care","large-bus",42,86,64,24,0,0,0,0,0
201,"D-eng","Senior Prof","Neutral","Pilot Flying J Travel Centers LLC",3,"TN","TN",1,"large",1958,"Private","Gas Stations","Retail","large-bus",69,127,98,62,1,0,0,0,0
202,"na","No Desc","Satisfied","Beebe Healthcare",0,"DE","DE",0,"large",1935,"Nonprofit Organization","Health Care Services & Hospitals","Health Care","large-bus",49.14,79.56,64.35,52,0,0,0,0,0
203,"na","No Desc","Neutral","Palermo's Pizza",0,"WI","WI",1,"medium",1964,"Private","Food & Beverage Manufacturing","Manufacturing","medium-bus",40,68,54,56,0,0,0,0,0
204,"na","No Desc","Neutral","Advanced BioScience Laboratories",0,"MD","MD",1,"medium",1961,"Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","medium-bus",49,113,81,59,0,0,0,0,1
205,"D-eng","Senior Prof","Neutral","Echo Global Logistics",3,"IL","IL",1,"large",2005,"Public","Transportation Management","Transportation & Logistics","large-bus",75,140,107.5,30,0,0,0,0,0
206,"D-sci","No Desc","Satisfied","Truckstop.com",0,"IL","ID",0,"medium",1995,"Private","Logistics & Supply Chain","Transportation & Logistics","medium-bus",86,139,112.5,25,1,0,0,1,1
207,"D-sci","No Desc","Satisfied","Lockheed Martin",3,"VA","MD",0,"large",1995,"Public","Aerospace & Defense","Aerospace & Defense","large-bus",66,112,89,25,1,0,1,0,1
208,"D-sci","Senior Prof","Very Satisfied","Acuity Insurance",0,"WI","WI",1,"large",1925,"Private","Insurance Carriers","Insurance","large-bus",76,125,100.5,52,0,0,0,0,0
209,"analyst","No Desc","Satisfied","Fareportal",3,"NY","NY",1,"large",2002,"Private","Travel Agencies","Travel & Tourism","large-bus",44,86,65,18,0,0,0,0,1
210,"na","No Desc","Neutral","Veterans Affairs, Veterans Health Administration",0,"LA","DC",0,"large",1930,"Government","Federal Agencies","Government","large-bus",35.1,58.5,46.8,52,0,0,0,0,0
211,"D-sci","No Desc","Satisfied","Credera",0,"TX","TX",1,"medium",1999,"Subsidiary or Business Segment","Consulting","Business Services","medium-bus",53,92,72.5,21,1,0,1,1,1
212,"analyst","Senior Prof","Very Satisfied","KnowBe4",0,"FL","FL",1,"medium",2010,"Private","Security Services","Business Services","large-bus",44,78,61,30,1,0,0,0,1
213,"manager","No Desc","Neutral","Church & Dwight",0,"NJ","NJ",1,"large",1846,"Public","Consumer Products Manufacturing","Manufacturing","large-bus",85,134,109.5,52,1,0,0,0,1
214,"D-eng","No Desc","Satisfied","Cogo Labs",0,"MA","MA",1,"small",2005,"Private","Internet","Information Technology","medium-bus",59,110,84.5,30,1,0,1,0,0
215,"D-sci","No Desc","Neutral","Spectrum Communications and Consulting",0,"IL","IL",1,"small",1992,"Private","Advertising & Marketing","Business Services","medium-bus",64,111,87.5,28,0,0,0,0,0
216,"analyst","No Desc","Neutral","NCSOFT",3,"CA","South Korea",0,"large",1997,"Public","Video Games","Media","large-bus",65,120,92.5,23,1,1,0,0,1
217,"D-sci","No Desc","Neutral","MITRE",3,"VA","MA",0,"large",1958,"Nonprofit Organization","Federal Agencies","Government","large-bus",60,103,81.5,62,1,0,1,0,0
218,"analyst","No Desc","Satisfied","Dayton Freight Lines, Inc.",2,"OH","OH",1,"large",1981,"Private","Trucking","Transportation & Logistics","large-bus",53,105,79,39,0,0,0,0,0
219,"D-sci","Senior Prof","Satisfied","MassMutual",0,"MA","MA",0,"large",1851,"Private","Insurance Carriers","Insurance","large-bus",124,204,164,52,1,0,1,1,0
220,"D-sci","Senior Prof","Satisfied","Genentech",0,"CA","CA",1,"large",1976,"Subsidiary or Business Segment","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",131,207,169,44,1,0,1,0,1
221,"D-sci","Senior Prof","Satisfied","Juniper Networks",0,"CA","CA",0,"large",1996,"Public","Telecommunications Services","Telecommunications","large-bus",110,174,142,24,1,0,1,1,1
222,"analyst","No Desc","Neutral","Community Action Partnership of San Luis Obispo",0,"CA","CA",0,"medium",1992,"Nonprofit Organization","Social Assistance","Non-Profit","medium-bus",33,62,47.5,30,0,0,0,0,1
223,"na","No Desc","Satisfied","Takeda Pharmaceuticals",3,"MA","Japan",0,"large",1781,"Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",52,101,76.5,52,0,0,0,0,1
224,"analyst","No Desc","Neutral","TrueAccord",0,"CA","CA",1,"small",2013,"Private","Enterprise Software & Network Solutions","Information Technology","medium-bus",48,90,69,30,1,0,0,0,1
225,"analyst","No Desc","Satisfied","DRB Systems",0,"ID","OH",0,"medium",1984,"Private","Computer Hardware & Software","Information Technology","medium-bus",34,64,49,36,1,1,0,0,1
226,"D-sci","No Desc","Satisfied","Western Digital",2,"CA","CA",1,"large",1970,"Public","Computer Hardware & Software","Information Technology","large-bus",132,211,171.5,50,1,0,0,1,0
227,"D-sci","No Desc","Satisfied","Legal & General America",0,"MD","MD",1,"medium",1981,"Private","Insurance Carriers","Insurance","large-bus",81,133,107,39,1,0,0,0,1
228,"analyst","No Desc","Satisfied","Corcentric",0,"NJ","NJ",1,"medium",1996,"Private","Enterprise Software & Network Solutions","Information Technology","medium-bus",42,76,59,24,0,0,0,0,1
229,"D-sci","No Desc","Satisfied","U.Group",0,"IN","VA",0,"medium",2019,"Private","IT Services","Information Technology","medium-bus",66,111,88.5,30,0,0,0,1,0
230,"D-eng","No Desc","Satisfied","The Church of Jesus Christ of Latter-day Saints",0,"UT","UT",0,"large",1992,"Nonprofit Organization","Religious Organizations","Non-Profit","micro-bus",74,140,107,30,0,0,0,0,1
231,"D-sci","No Desc","Satisfied","Pfizer",0,"MA","NY",0,"large",1849,"Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",63,110,86.5,52,1,0,0,1,1
232,"D-sci","No Desc","Satisfied","SMC 3",0,"KY","GA",0,"small",1935,"Nonprofit Organization","Logistics & Supply Chain","Transportation & Logistics","medium-bus",63,105,84,52,1,0,0,0,1
233,"na","No Desc","Very Satisfied","Systems Evolution Inc.",0,"NY","OH",0,"medium",1992,"Private","Consulting","Business Services","medium-bus",91,138,114.5,28,1,0,0,0,1
234,"na","Senior Prof","Satisfied","Sunovion",3,"MA","MA",1,"large",2010,"Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",100,190,145,30,1,0,0,0,1
235,"D-eng","No Desc","Satisfied","Eventbrite",3,"TN","CA",0,"large",2006,"Public","Internet","Information Technology","large-bus",62,114,88,30,1,0,1,1,1
236,"D-eng","No Desc","Satisfied","Centro",3,"IL","IL",1,"medium",2001,"Private","Internet","Information Technology","large-bus",71,129,100,19,1,0,1,1,0
237,"analyst","Senior Prof","Neutral","National Student Clearinghouse",3,"VA","VA",1,"medium",1993,"Nonprofit Organization","Colleges & Universities","Education","medium-bus",43,80,61.5,27,1,0,0,0,1
238,"D-sci","No Desc","Dissatisfied","comScore",3,"OR","VA",0,"large",1999,"Public","Advertising & Marketing","Business Services","large-bus",74,119,96.5,21,1,0,1,0,0
239,"analyst","No Desc","Satisfied","SullivanCotter",3,"MN","IL",0,"medium",1992,"Private","Consulting","Business Services","large-bus",55,97,76,28,1,0,0,0,1
240,"D-sci","No Desc","Satisfied","NPD",0,"NY","NY",1,"large",1966,"Private","Research & Development","Business Services","large-bus",15,16,15.5,54,0,0,0,0,1
241,"D-sci","No Desc","Satisfied","Bakery Agency",0,"TX","TX",1,"small",2010,"Private","Advertising & Marketing","Business Services","medium-bus",61,106,83.5,30,1,0,0,0,1
242,"D-sci","No Desc","Neutral","State of Wisconsin Investment Board",0,"WI","WI",1,"small",1951,"Government","Investment Banking & Asset Management","Finance","medium-bus",91,149,120,69,1,0,0,0,0
243,"D-sci","No Desc","Satisfied","Genentech",0,"CA","CA",1,"large",1976,"Subsidiary or Business Segment","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",127,199,163,44,0,0,0,0,1
244,"analyst","Senior Prof","Neutral","Blue Cross & Blue Shield of Rhode Island",1,"RI","RI",1,"medium",1939,"Nonprofit Organization","Insurance Carriers","Insurance","medium-bus",74,126,100,52,0,0,0,1,0
245,"R&D","Senior Prof","Satisfied","Boys Town",3,"NE","NE",1,"large",1917,"Nonprofit Organization","Social Assistance","Non-Profit","large-bus",33,72,52.5,52,0,0,0,0,1
246,"na","No Desc","Satisfied","Tower Health",0,"PA","PA",0,"large",2017,"Nonprofit Organization","Health Care Services & Hospitals","Health Care","large-bus",39.78,56.16,47.97,30,0,0,0,0,0
247,"analyst","Junior Prof","Neutral","The HSC Health Care System",0,"DC","DC",1,"medium",1883,"Nonprofit Organization","Health Care Services & Hospitals","Health Care","large-bus",37,63,50,52,0,0,0,0,1
248,"D-eng","No Desc","Neutral","Pro-Sphere Tek",0,"TX","VA",0,"medium",2006,"Private","Consulting","Business Services","medium-bus",67,119,93,30,1,0,0,1,0
249,"D-sci","No Desc","Neutral","Ameritas Life Insurance Corp",0,"OH","NE",0,"large",1887,"Private","Insurance Agencies & Brokerages","Insurance","large-bus",72,117,94.5,52,1,0,0,0,0
250,"D-sci","Senior Prof","Satisfied","Autodesk",0,"CA","CA",0,"large",1982,"Public","Computer Hardware & Software","Information Technology","large-bus",116,185,150.5,38,1,0,1,0,0
251,"D-sci","No Desc","Satisfied","Genworth",3,"NC","VA",0,"large",2004,"Public","Insurance Carriers","Insurance","large-bus",78,126,102,30,1,0,1,1,1
252,"na","No Desc","Satisfied","Rubius Therapeutics",0,"MA","MA",1,"medium",2013,"Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",42,82,62,30,0,0,0,0,0
253,"manager","No Desc","Satisfied","OneMagnify",0,"MI","MI",0,"medium",1967,"Private","Advertising & Marketing","Business Services","large-bus",59,116,87.5,53,0,0,0,0,1
254,"D-sci","No Desc","Satisfied","Pfizer",0,"CT","NY",0,"large",1849,"Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",63,105,84,52,0,0,0,1,1
255,"D-sci","No Desc","Satisfied","Novetta",3,"VA","VA",0,"medium",2012,"Private","Enterprise Software & Network Solutions","Information Technology","large-bus",109,177,143,30,1,0,0,1,0
256,"D-sci","Senior Prof","Neutral","Numeric, LLC",0,"PA","PA",0,"small",1992,"Private","Staffing & Outsourcing","Business Services","small-bus",116,194,155,30,1,0,1,1,1
257,"D-eng","No Desc","Satisfied","IZEA",2,"FL","FL",1,"small",2006,"Public","Advertising & Marketing","Business Services","medium-bus",48,95,71.5,30,1,0,1,1,1
258,"D-sci","No Desc","Satisfied","Trace Data",0,"CA","CA",0,"small",2000,"Private","Insurance Carriers","Insurance","medium-bus",83,133,108,20,1,0,1,0,0
259,"na","Senior Prof","Satisfied","Takeda Pharmaceuticals",3,"CA","Japan",0,"large",1781,"Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",105,198,151.5,52,0,0,0,0,1
260,"analyst","No Desc","Satisfied","Vionic Group",0,"CA","CA",1,"small",2006,"Subsidiary or Business Segment","Department, Clothing, & Shoe Stores","Retail","large-bus",31,72,51.5,30,0,0,0,0,1
261,"na","Senior Prof","Satisfied","Takeda Pharmaceuticals",3,"MA","Japan",0,"large",1781,"Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",98,182,140,52,0,0,0,0,1
262,"analyst","Senior Prof","Neutral","Dodge Data & Analytics",0,"NJ","NJ",1,"medium",2014,"Private","IT Services","Information Technology","medium-bus",55,100,77.5,30,1,0,0,0,1
263,"analyst","No Desc","Satisfied","Clearwater Analytics",0,"ID","ID",1,"medium",2004,"Private","Investment Banking & Asset Management","Finance","medium-bus",45,82,63.5,30,0,0,0,0,1
264,"D-sci","No Desc","Satisfied","Tekvalley, Corp.",0,"CA","CA",0,"small",1992,"Private","IT Services","Information Technology","micro-bus",83,135,109,30,1,0,0,0,0
265,"D-sci","No Desc","Satisfied","BWX Technologies",0,"TN","VA",0,"large",1850,"Public","Aerospace & Defense","Aerospace & Defense","large-bus",70,122,96,52,1,0,0,0,0
266,"D-sci","Senior Prof","Satisfied","CA-One Tech Cloud",0,"CA","CA",0,"small",2017,"Private","IT Services","Information Technology","small-bus",200,250,225,30,1,0,0,1,1
267,"D-eng","No Desc","Neutral","PennyMac",3,"CA","CA",0,"large",2008,"Public","Lending","Finance","large-bus",70,132,101,30,1,0,0,1,1
268,"D-sci","Senior Prof","Neutral","Plymouth Rock Assurance",2,"NJ","MA",0,"large",1982,"Private","Insurance Carriers","Insurance","medium-bus",73,124,98.5,38,0,0,0,0,1
269,"D-eng","No Desc","Satisfied","Vermeer",3,"IA","IA",1,"large",1948,"Private","Industrial Manufacturing","Manufacturing","large-bus",54,101,77.5,52,0,0,0,0,1
270,"na","Senior Prof","Satisfied","Takeda Pharmaceuticals",3,"MA","Japan",0,"large",1781,"Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",117,206,161.5,52,0,0,0,0,0
271,"na","No Desc","Satisfied","Beebe Healthcare",0,"DE","DE",1,"large",1935,"Nonprofit Organization","Health Care Services & Hospitals","Health Care","large-bus",49.14,79.56,64.35,52,0,0,0,0,0
272,"D-sci","Senior Prof","Neutral","Argo Group US",0,"NY","Bermuda",0,"large",1948,"Public","Insurance Carriers","Insurance","large-bus",111,183,147,52,1,0,1,1,0
273,"D-sci","No Desc","Satisfied","L&T Infotech",3,"CA","India",0,"large",1997,"Public","IT Services","Information Technology","large-bus",68,112,90,23,1,0,0,0,1
274,"analyst","No Desc","Satisfied","OceanFirst Financial",0,"NJ","NJ",0,"medium",1902,"Public","Banks & Credit Unions","Finance","large-bus",42,74,58,52,0,0,0,1,0
275,"analyst","No Desc","Satisfied","Associated Electric Cooperative",0,"MO","MO",1,"medium",1961,"Private","Energy","Oil, Gas, Energy & Utilities","large-bus",44,78,61,59,0,0,0,0,1
276,"ML","Senior Prof","Neutral","Software Engineering Institute",0,"PA","PA",1,"medium",1984,"College / University","Colleges & Universities","Education","large-bus",81,159,120,36,1,0,0,0,0
277,"D-sci","No Desc","Satisfied","Sotheby's",0,"NY","NY",1,"large",1744,"Public","Auctions & Galleries","Retail","large-bus",95,161,128,52,1,0,0,0,0
278,"D-sci","No Desc","Satisfied","First Tech Federal Credit Union",0,"OR","CA",0,"large",1952,"Private","Banks & Credit Unions","Finance","large-bus",75,124,99.5,68,1,0,1,1,1
279,"D-sci","No Desc","Satisfied","Amrock",0,"MI","MI",1,"large",1997,"Private","Real Estate","Real Estate","large-bus",72,120,96,23,1,0,0,0,0
280,"D-sci","No Desc","Dissatisfied","Vanda Pharmaceuticals",0,"DC","DC",1,"medium",2003,"Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",76,126,101,30,1,0,0,0,1
281,"D-sci","Senior Prof","Satisfied","Zest AI",0,"CA","CA",1,"small",2009,"Private","Financial Analytics & Research","Finance","medium-bus",114,182,148,30,1,0,0,0,0
282,"D-sci","Senior Prof","Satisfied","Novetta",3,"VA","VA",0,"medium",2012,"Private","Enterprise Software & Network Solutions","Information Technology","large-bus",108,176,142,30,1,0,0,1,0
283,"D-sci","Senior Prof","Satisfied","CK-12 Foundation",0,"CA","CA",1,"small",2007,"Private","K-12 Education","Education","small-bus",130,208,169,30,0,0,0,1,1
284,"na","No Desc","Neutral","PennyMac",3,"AZ","CA",0,"large",2008,"Public","Lending","Finance","large-bus",83,166,124.5,30,1,0,0,0,1
285,"analyst","No Desc","Very Satisfied","DECISIVE ANALYTICS Corporation",2,"AL","VA",0,"small",1996,"Private","Aerospace & Defense","Aerospace & Defense","medium-bus",42,76,59,24,1,0,0,0,1
286,"na","No Desc","Satisfied","Opinion Dynamics",0,"CA","MA",0,"small",1987,"Private","Consulting","Business Services","medium-bus",37,68,52.5,33,1,0,0,0,0
287,"D-eng","No Desc","Very Satisfied","Applied Information Sciences",0,"TX","VA",0,"medium",1982,"Private","IT Services","Information Technology","medium-bus",52,99,75.5,38,0,0,1,0,0
288,"D-sci","Senior Prof","Satisfied","Swiss Re",3,"NY","Switzerland",0,"large",1863,"Public","Insurance Agencies & Brokerages","Insurance","large-bus",105,173,139,52,1,0,0,0,1
289,"D-eng","No Desc","Satisfied","Takeda Pharmaceuticals",3,"MA","Japan",0,"large",1781,"Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",71,134,102.5,52,1,0,1,1,1
290,"na","No Desc","Satisfied","WK Dickson",3,"SC","NC",0,"medium",1929,"Private","Architectural & Engineering Services","Business Services","medium-bus",39,82,60.5,52,0,0,0,0,0
291,"D-sci","Senior Prof","Satisfied","The Hanover Insurance Group",0,"MA","MA",1,"large",1852,"Public","Insurance Carriers","Insurance","large-bus",114,179,146.5,52,1,0,0,0,1
292,"na","No Desc","Satisfied","Genentech",0,"CA","CA",1,"large",1976,"Subsidiary or Business Segment","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",88,162,125,44,0,0,0,0,1
293,"analyst","Senior Prof","Satisfied","MassMutual",0,"MA","MA",1,"large",1851,"Private","Insurance Carriers","Insurance","large-bus",60,102,81,52,1,0,0,0,0
294,"ML","Senior Prof","Neutral","Tempus Labs",0,"IL","IL",1,"medium",2015,"Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","medium-bus",100,166,133,30,1,0,0,1,0
295,"analyst","No Desc","Neutral","General Dynamics Information Technology",3,"DC","VA",0,"large",1996,"Subsidiary or Business Segment","IT Services","Information Technology","large-bus",55,99,77,24,0,0,0,0,1
296,"D-eng","No Desc","Satisfied","ManTech",0,"VA","VA",1,"large",1968,"Public","Research & Development","Business Services","large-bus",67,117,92,52,0,0,0,0,0
297,"D-sci","Senior Prof","Satisfied","Novartis",0,"MA","Switzerland",0,"large",1996,"Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","large-bus",92,150,121,24,0,0,0,0,0
298,"D-eng","Senior Prof","Satisfied","Autodesk",0,"CA","CA",0,"large",1982,"Public","Computer Hardware & Software","Information Technology","large-bus",116,209,162.5,38,1,0,1,0,1
299,"R&D","Senior Prof","Satisfied","Southwest Research Institute",3,"TX","TX",1,"large",1947,"Nonprofit Organization","Research & Development","Business Services","large-bus",38,82,60,52,0,0,0,0,0
300,"na","Senior Prof","Satisfied","Muso",0,"CA","CA",1,"medium",1992,"Nonprofit Organization","Others","-1","micro-bus",85,90,87.5,30,1,0,0,0,1
301,"D-eng","No Desc","Satisfied","SpringML",0,"IN","CA",0,"small",2015,"Private","Enterprise Software & Network Solutions","Information Technology","large-bus",62,119,90.5,30,1,0,1,0,0
